fo_code;fo_code_ext;fo_cb_code;fo_nincab;fo_numtub;fo_nintub;fo_type;fo_etat;fo_color;fo_reper;fo_proptyp;fo_comment;fo_creadat;fo_majdate;fo_majsrc;fo_abddate;fo_abdsrc
FO716000000627;"71153/USZ/TR 60 1489;1;3";CB716000000021;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000628;"71153/USZ/TR 60 1489;1;4";CB716000000021;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000629;"71153/USZ/TR 60 1489;1;5";CB716000000021;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000630;"71153/USZ/TR 60 1489;1;6";CB716000000021;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000631;"71153/USZ/TR 60 1489;2;1";CB716000000021;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000632;"71153/USZ/TR 60 1489;2;2";CB716000000021;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000633;"71153/USZ/TR 60 1489;2;3";CB716000000021;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000634;"71153/USZ/TR 60 1489;2;4";CB716000000021;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000635;"71153/USZ/TR 60 1489;2;5";CB716000000021;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000636;"71153/USZ/TR 60 1489;2;6";CB716000000021;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000637;"71153/USZ/TR 60 1490;1;1";CB716000000022;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000638;"71153/USZ/TR 60 1490;1;2";CB716000000022;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000639;"71153/USZ/TR 60 1490;1;3";CB716000000022;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000640;"71153/USZ/TR 60 1490;1;4";CB716000000022;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000641;"71153/USZ/TR 60 1490;1;5";CB716000000022;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000642;"71153/USZ/TR 60 1490;1;6";CB716000000022;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000643;"71153/USZ/TR 60 1490;2;1";CB716000000022;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000644;"71153/USZ/TR 60 1490;2;2";CB716000000022;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000645;"71153/USZ/TR 60 1490;2;3";CB716000000022;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000646;"71153/USZ/TR 60 1490;2;4";CB716000000022;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000647;"71153/USZ/TR 60 1490;2;5";CB716000000022;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000648;"71153/USZ/TR 60 1490;2;6";CB716000000022;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000649;"71153/USZ/TR 60 1491;1;1";CB716000000023;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000650;"71153/USZ/TR 60 1491;1;2";CB716000000023;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000651;"71153/USZ/TR 60 1491;1;3";CB716000000023;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000652;"71153/USZ/TR 60 1491;1;4";CB716000000023;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000653;"71153/USZ/TR 60 1491;1;5";CB716000000023;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000654;"71153/USZ/TR 60 1491;1;6";CB716000000023;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000655;"71153/USZ/TR 60 1492;1;1";CB716000000024;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000656;"71153/USZ/TR 60 1492;1;2";CB716000000024;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000657;"71153/USZ/TR 60 1492;1;3";CB716000000024;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000658;"71153/USZ/TR 60 1492;1;4";CB716000000024;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000659;"71153/USZ/TR 60 1492;1;5";CB716000000024;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000660;"71153/USZ/TR 60 1492;1;6";CB716000000024;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000661;"71153/USZ/TR 60 1493;1;1";CB716000000025;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000662;"71153/USZ/TR 60 1493;1;2";CB716000000025;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000663;"71153/USZ/TR 60 1493;1;3";CB716000000025;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000664;"71153/USZ/TR 60 1493;1;4";CB716000000025;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000665;"71153/USZ/TR 60 1493;1;5";CB716000000025;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000666;"71153/USZ/TR 60 1493;1;6";CB716000000025;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000667;"71153/USZ/TR 60 1493;2;1";CB716000000025;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000668;"71153/USZ/TR 60 1493;2;2";CB716000000025;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000669;"71153/USZ/TR 60 1493;2;3";CB716000000025;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000670;"71153/USZ/TR 60 1493;2;4";CB716000000025;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000671;"71153/USZ/TR 60 1493;2;5";CB716000000025;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000672;"71153/USZ/TR 60 1493;2;6";CB716000000025;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000673;"71153/USZ/TR 60 1493;3;1";CB716000000025;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000674;"71153/USZ/TR 60 1493;3;2";CB716000000025;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000675;"71153/USZ/TR 60 1493;3;3";CB716000000025;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000676;"71153/USZ/TR 60 1493;3;4";CB716000000025;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000677;"71153/USZ/TR 60 1493;3;5";CB716000000025;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000678;"71153/USZ/TR 60 1493;3;6";CB716000000025;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000679;"71153/USZ/TR 60 1493;4;1";CB716000000025;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000680;"71153/USZ/TR 60 1493;4;2";CB716000000025;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000681;"71153/USZ/TR 60 1493;4;3";CB716000000025;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000682;"71153/USZ/TR 60 1493;4;4";CB716000000025;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000683;"71153/USZ/TR 60 1493;4;5";CB716000000025;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000684;"71153/USZ/TR 60 1493;4;6";CB716000000025;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000685;"71153/USZ/TR 60 1493;5;1";CB716000000025;25;5;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000686;"71153/USZ/TR 60 1493;5;2";CB716000000025;26;5;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000687;"71153/USZ/TR 60 1493;5;3";CB716000000025;27;5;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000688;"71153/USZ/TR 60 1493;5;4";CB716000000025;28;5;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000689;"71153/USZ/TR 60 1493;5;5";CB716000000025;29;5;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000690;"71153/USZ/TR 60 1493;5;6";CB716000000025;30;5;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000691;"71153/USZ/TR 60 1493;6;1";CB716000000025;31;6;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000692;"71153/USZ/TR 60 1493;6;2";CB716000000025;32;6;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000693;"71153/USZ/TR 60 1493;6;3";CB716000000025;33;6;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000694;"71153/USZ/TR 60 1493;6;4";CB716000000025;34;6;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000695;"71153/USZ/TR 60 1493;6;5";CB716000000025;35;6;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000696;"71153/USZ/TR 60 1493;6;6";CB716000000025;36;6;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000697;"71153/USZ/TR 60 1493;7;1";CB716000000025;37;7;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000698;"71153/USZ/TR 60 1493;7;2";CB716000000025;38;7;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000699;"71153/USZ/TR 60 1493;7;3";CB716000000025;39;7;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000700;"71153/USZ/TR 60 1493;7;4";CB716000000025;40;7;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000701;"71153/USZ/TR 60 1493;7;5";CB716000000025;41;7;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000702;"71153/USZ/TR 60 1493;7;6";CB716000000025;42;7;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000703;"71153/USZ/TR 60 1493;8;1";CB716000000025;43;8;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000704;"71153/USZ/TR 60 1493;8;2";CB716000000025;44;8;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000705;"71153/USZ/TR 60 1493;8;3";CB716000000025;45;8;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000706;"71153/USZ/TR 60 1493;8;4";CB716000000025;46;8;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000707;"71153/USZ/TR 60 1493;8;5";CB716000000025;47;8;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000708;"71153/USZ/TR 60 1493;8;6";CB716000000025;48;8;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000709;"71153/USZ/TR 60 1493;9;1";CB716000000025;49;9;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000710;"71153/USZ/TR 60 1493;9;2";CB716000000025;50;9;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000711;"71153/USZ/TR 60 1493;9;3";CB716000000025;51;9;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000712;"71153/USZ/TR 60 1493;9;4";CB716000000025;52;9;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000713;"71153/USZ/TR 60 1493;9;5";CB716000000025;53;9;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000714;"71153/USZ/TR 60 1493;9;6";CB716000000025;54;9;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000715;"71153/USZ/TR 60 1493;10;1";CB716000000025;55;10;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000716;"71153/USZ/TR 60 1493;10;2";CB716000000025;56;10;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000717;"71153/USZ/TR 60 1493;10;3";CB716000000025;57;10;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000718;"71153/USZ/TR 60 1493;10;4";CB716000000025;58;10;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000719;"71153/USZ/TR 60 1493;10;5";CB716000000025;59;10;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000720;"71153/USZ/TR 60 1493;10;6";CB716000000025;60;10;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000721;"71153/USZ/TR 60 1493;11;1";CB716000000025;61;11;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000722;"71153/USZ/TR 60 1493;11;2";CB716000000025;62;11;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000723;"71153/USZ/TR 60 1493;11;3";CB716000000025;63;11;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000724;"71153/USZ/TR 60 1493;11;4";CB716000000025;64;11;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000725;"71153/USZ/TR 60 1493;11;5";CB716000000025;65;11;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000726;"71153/USZ/TR 60 1493;11;6";CB716000000025;66;11;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000727;"71153/USZ/TR 60 1493;12;1";CB716000000025;67;12;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000728;"71153/USZ/TR 60 1493;12;2";CB716000000025;68;12;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000729;"71153/USZ/TR 60 1493;12;3";CB716000000025;69;12;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000730;"71153/USZ/TR 60 1493;12;4";CB716000000025;70;12;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000731;"71153/USZ/TR 60 1493;12;5";CB716000000025;71;12;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000732;"71153/USZ/TR 60 1493;12;6";CB716000000025;72;12;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000733;"71153/USZ/TR 60 1493;13;1";CB716000000025;73;13;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000734;"71153/USZ/TR 60 1493;13;2";CB716000000025;74;13;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000735;"71153/USZ/TR 60 1493;13;3";CB716000000025;75;13;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000736;"71153/USZ/TR 60 1493;13;4";CB716000000025;76;13;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000737;"71153/USZ/TR 60 1493;13;5";CB716000000025;77;13;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000738;"71153/USZ/TR 60 1493;13;6";CB716000000025;78;13;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000739;"71153/USZ/TR 60 1493;14;1";CB716000000025;79;14;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000740;"71153/USZ/TR 60 1493;14;2";CB716000000025;80;14;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000741;"71153/USZ/TR 60 1493;14;3";CB716000000025;81;14;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000742;"71153/USZ/TR 60 1493;14;4";CB716000000025;82;14;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000743;"71153/USZ/TR 60 1493;14;5";CB716000000025;83;14;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000744;"71153/USZ/TR 60 1493;14;6";CB716000000025;84;14;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000745;"71153/USZ/TR 60 1493;15;1";CB716000000025;85;15;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000746;"71153/USZ/TR 60 1493;15;2";CB716000000025;86;15;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000747;"71153/USZ/TR 60 1493;15;3";CB716000000025;87;15;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000748;"71153/USZ/TR 60 1493;15;4";CB716000000025;88;15;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000749;"71153/USZ/TR 60 1493;15;5";CB716000000025;89;15;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000750;"71153/USZ/TR 60 1493;15;6";CB716000000025;90;15;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000751;"71153/USZ/TR 60 1493;16;1";CB716000000025;91;16;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000752;"71153/USZ/TR 60 1493;16;2";CB716000000025;92;16;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000753;"71153/USZ/TR 60 1493;16;3";CB716000000025;93;16;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000754;"71153/USZ/TR 60 1493;16;4";CB716000000025;94;16;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000755;"71153/USZ/TR 60 1493;16;5";CB716000000025;95;16;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000756;"71153/USZ/TR 60 1493;16;6";CB716000000025;96;16;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000757;"71153/USZ/TR 60 1493;17;1";CB716000000025;97;17;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000758;"71153/USZ/TR 60 1493;17;2";CB716000000025;98;17;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000759;"71153/USZ/TR 60 1493;17;3";CB716000000025;99;17;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000760;"71153/USZ/TR 60 1493;17;4";CB716000000025;100;17;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000761;"71153/USZ/TR 60 1493;17;5";CB716000000025;101;17;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000762;"71153/USZ/TR 60 1493;17;6";CB716000000025;102;17;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000763;"71153/USZ/TR 60 1493;18;1";CB716000000025;103;18;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000764;"71153/USZ/TR 60 1493;18;2";CB716000000025;104;18;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000765;"71153/USZ/TR 60 1493;18;3";CB716000000025;105;18;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000766;"71153/USZ/TR 60 1493;18;4";CB716000000025;106;18;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000767;"71153/USZ/TR 60 1493;18;5";CB716000000025;107;18;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000768;"71153/USZ/TR 60 1493;18;6";CB716000000025;108;18;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000769;"71153/USZ/TR 60 1493;19;1";CB716000000025;109;19;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000770;"71153/USZ/TR 60 1493;19;2";CB716000000025;110;19;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000771;"71153/USZ/TR 60 1493;19;3";CB716000000025;111;19;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000772;"71153/USZ/TR 60 1493;19;4";CB716000000025;112;19;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000773;"71153/USZ/TR 60 1493;19;5";CB716000000025;113;19;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000774;"71153/USZ/TR 60 1493;19;6";CB716000000025;114;19;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000775;"71153/USZ/TR 60 1493;20;1";CB716000000025;115;20;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000776;"71153/USZ/TR 60 1493;20;2";CB716000000025;116;20;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000777;"71153/USZ/TR 60 1493;20;3";CB716000000025;117;20;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000778;"71153/USZ/TR 60 1493;20;4";CB716000000025;118;20;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000779;"71153/USZ/TR 60 1493;20;5";CB716000000025;119;20;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000780;"71153/USZ/TR 60 1493;20;6";CB716000000025;120;20;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000781;"71153/USZ/TR 60 1493;21;1";CB716000000025;121;21;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000782;"71153/USZ/TR 60 1493;21;2";CB716000000025;122;21;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000783;"71153/USZ/TR 60 1493;21;3";CB716000000025;123;21;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000784;"71153/USZ/TR 60 1493;21;4";CB716000000025;124;21;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000785;"71153/USZ/TR 60 1493;21;5";CB716000000025;125;21;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000786;"71153/USZ/TR 60 1493;21;6";CB716000000025;126;21;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000787;"71153/USZ/TR 60 1493;22;1";CB716000000025;127;22;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000788;"71153/USZ/TR 60 1493;22;2";CB716000000025;128;22;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000789;"71153/USZ/TR 60 1493;22;3";CB716000000025;129;22;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000790;"71153/USZ/TR 60 1493;22;4";CB716000000025;130;22;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000791;"71153/USZ/TR 60 1493;22;5";CB716000000025;131;22;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000792;"71153/USZ/TR 60 1493;22;6";CB716000000025;132;22;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000793;"71153/USZ/TR 60 1493;23;1";CB716000000025;133;23;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000794;"71153/USZ/TR 60 1493;23;2";CB716000000025;134;23;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000795;"71153/USZ/TR 60 1493;23;3";CB716000000025;135;23;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000796;"71153/USZ/TR 60 1493;23;4";CB716000000025;136;23;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000797;"71153/USZ/TR 60 1493;23;5";CB716000000025;137;23;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000798;"71153/USZ/TR 60 1493;23;6";CB716000000025;138;23;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000799;"71153/USZ/TR 60 1493;24;1";CB716000000025;139;24;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000800;"71153/USZ/TR 60 1493;24;2";CB716000000025;140;24;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000801;"71153/USZ/TR 60 1493;24;3";CB716000000025;141;24;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000802;"71153/USZ/TR 60 1493;24;4";CB716000000025;142;24;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000803;"71153/USZ/TR 60 1493;24;5";CB716000000025;143;24;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000804;"71153/USZ/TR 60 1493;24;6";CB716000000025;144;24;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000805;"71153/USZ/TR 60 1494;1;1";CB716000000026;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000806;"71153/USZ/TR 60 1494;1;2";CB716000000026;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000807;"71153/USZ/TR 60 1494;1;3";CB716000000026;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000808;"71153/USZ/TR 60 1494;1;4";CB716000000026;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000809;"71153/USZ/TR 60 1494;1;5";CB716000000026;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000810;"71153/USZ/TR 60 1494;1;6";CB716000000026;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000811;"71153/USZ/TR 60 1494;2;1";CB716000000026;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000812;"71153/USZ/TR 60 1494;2;2";CB716000000026;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000813;"71153/USZ/TR 60 1494;2;3";CB716000000026;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000814;"71153/USZ/TR 60 1494;2;4";CB716000000026;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000815;"71153/USZ/TR 60 1494;2;5";CB716000000026;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000816;"71153/USZ/TR 60 1494;2;6";CB716000000026;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
