rt_id;rt_code;rt_code_ext;rt_fo_code;rt_fo_ordr;rt_comment;rt_creadat;rt_majdate;rt_majsrc;rt_abddate;rt_abdsrc
716000000347;RT716000000415;;FO716000000531;1;;2022-08-29 00:00:00;;;;
716000000348;RT716000000415;;FO716000000087;2;;2022-08-29 00:00:00;;;;
716000000349;RT716000000416;;FO716000000088;1;;2022-08-29 00:00:00;;;;
716000000350;RT716000000416;;FO716000000532;2;;2022-08-29 00:00:00;;;;
716000000351;RT716000000417;;FO716000000089;1;;2022-08-29 00:00:00;;;;
716000000352;RT716000000417;;FO716000000533;2;;2022-08-29 00:00:00;;;;
716000000353;RT716000000418;;FO716000000090;1;;2022-08-29 00:00:00;;;;
716000000354;RT716000000418;;FO716000000534;2;;2022-08-29 00:00:00;;;;
716000000355;RT716000000419;;FO716000000091;1;;2022-08-29 00:00:00;;;;
716000000356;RT716000000419;;FO716000000535;2;;2022-08-29 00:00:00;;;;
716000000357;RT716000000419;;FO716000000559;3;;2022-08-29 00:00:00;;;;
716000000358;RT716000000420;;FO716000000560;1;;2022-08-29 00:00:00;;;;
716000000359;RT716000000420;;FO716000000536;2;;2022-08-29 00:00:00;;;;
716000000360;RT716000000420;;FO716000000092;3;;2022-08-29 00:00:00;;;;
716000000361;RT716000000421;;FO716000000093;1;;2022-08-29 00:00:00;;;;
716000000362;RT716000000421;;FO716000000561;2;;2022-08-29 00:00:00;;;;
716000000363;RT716000000421;;FO716000000537;3;;2022-08-29 00:00:00;;;;
716000000364;RT716000000422;;FO716000000562;1;;2022-08-29 00:00:00;;;;
716000000365;RT716000000422;;FO716000000094;2;;2022-08-29 00:00:00;;;;
716000000366;RT716000000422;;FO716000000538;3;;2022-08-29 00:00:00;;;;
716000000367;RT716000000423;;FO716000000563;1;;2022-08-29 00:00:00;;;;
716000000368;RT716000000423;;FO716000000095;2;;2022-08-29 00:00:00;;;;
716000000369;RT716000000423;;FO716000000539;3;;2022-08-29 00:00:00;;;;
716000000370;RT716000000424;;FO716000000540;1;;2022-08-29 00:00:00;;;;
716000000371;RT716000000424;;FO716000000096;2;;2022-08-29 00:00:00;;;;
716000000372;RT716000000424;;FO716000000564;3;;2022-08-29 00:00:00;;;;
716000000373;RT716000000425;;FO716000000589;1;;2022-08-29 00:00:00;;;;
716000000374;RT716000000425;;FO716000000565;2;;2022-08-29 00:00:00;;;;
716000000375;RT716000000425;;FO716000000097;3;;2022-08-29 00:00:00;;;;
716000000376;RT716000000425;;FO716000000541;4;;2022-08-29 00:00:00;;;;
716000000377;RT716000000426;;FO716000000098;1;;2022-08-29 00:00:00;;;;
716000000378;RT716000000426;;FO716000000566;2;;2022-08-29 00:00:00;;;;
716000000379;RT716000000426;;FO716000000590;3;;2022-08-29 00:00:00;;;;
716000000380;RT716000000426;;FO716000000542;4;;2022-08-29 00:00:00;;;;
716000000381;RT716000000427;;FO716000000543;1;;2022-08-29 00:00:00;;;;
716000000382;RT716000000427;;FO716000000591;2;;2022-08-29 00:00:00;;;;
716000000383;RT716000000427;;FO716000000099;3;;2022-08-29 00:00:00;;;;
716000000384;RT716000000427;;FO716000000567;4;;2022-08-29 00:00:00;;;;
716000000385;RT716000000428;;FO716000000568;1;;2022-08-29 00:00:00;;;;
716000000386;RT716000000428;;FO716000000544;2;;2022-08-29 00:00:00;;;;
716000000387;RT716000000428;;FO716000000592;3;;2022-08-29 00:00:00;;;;
716000000388;RT716000000428;;FO716000000100;4;;2022-08-29 00:00:00;;;;
716000000389;RT716000000429;;FO716000000101;1;;2022-08-29 00:00:00;;;;
716000000390;RT716000000429;;FO716000000593;2;;2022-08-29 00:00:00;;;;
716000000391;RT716000000429;;FO716000000545;3;;2022-08-29 00:00:00;;;;
716000000392;RT716000000429;;FO716000000569;4;;2022-08-29 00:00:00;;;;
716000000393;RT716000000430;;FO716000000594;1;;2022-08-29 00:00:00;;;;
716000000394;RT716000000430;;FO716000000570;2;;2022-08-29 00:00:00;;;;
716000000395;RT716000000430;;FO716000000102;3;;2022-08-29 00:00:00;;;;
716000000396;RT716000000430;;FO716000000546;4;;2022-08-29 00:00:00;;;;
716000000397;RT716000000431;;FO716000000547;1;;2022-08-29 00:00:00;;;;
716000000398;RT716000000431;;FO716000000619;2;;2022-08-29 00:00:00;;;;
716000000399;RT716000000431;;FO716000000595;3;;2022-08-29 00:00:00;;;;
716000000400;RT716000000431;;FO716000000103;4;;2022-08-29 00:00:00;;;;
716000000401;RT716000000431;;FO716000000571;5;;2022-08-29 00:00:00;;;;
716000000402;RT716000000432;;FO716000000596;1;;2022-08-29 00:00:00;;;;
716000000403;RT716000000432;;FO716000000620;2;;2022-08-29 00:00:00;;;;
716000000404;RT716000000432;;FO716000000548;3;;2022-08-29 00:00:00;;;;
716000000405;RT716000000432;;FO716000000104;4;;2022-08-29 00:00:00;;;;
716000000406;RT716000000432;;FO716000000572;5;;2022-08-29 00:00:00;;;;
716000000407;RT716000000433;;FO716000000549;1;;2022-08-29 00:00:00;;;;
716000000408;RT716000000433;;FO716000000597;2;;2022-08-29 00:00:00;;;;
716000000409;RT716000000433;;FO716000000105;3;;2022-08-29 00:00:00;;;;
716000000410;RT716000000433;;FO716000000573;4;;2022-08-29 00:00:00;;;;
716000000411;RT716000000433;;FO716000000621;5;;2022-08-29 00:00:00;;;;
716000000412;RT716000000434;;FO716000000598;1;;2022-08-29 00:00:00;;;;
716000000413;RT716000000434;;FO716000000550;2;;2022-08-29 00:00:00;;;;
716000000414;RT716000000434;;FO716000000622;3;;2022-08-29 00:00:00;;;;
716000000415;RT716000000434;;FO716000000106;4;;2022-08-29 00:00:00;;;;
716000000416;RT716000000434;;FO716000000574;5;;2022-08-29 00:00:00;;;;
716000000417;RT716000000435;;FO716000000599;1;;2022-08-29 00:00:00;;;;
716000000418;RT716000000435;;FO716000000107;2;;2022-08-29 00:00:00;;;;
716000000419;RT716000000435;;FO716000000623;3;;2022-08-29 00:00:00;;;;
716000000420;RT716000000435;;FO716000000575;4;;2022-08-29 00:00:00;;;;
716000000421;RT716000000435;;FO716000000551;5;;2022-08-29 00:00:00;;;;
716000000422;RT716000000436;;FO716000000624;1;;2022-08-29 00:00:00;;;;
716000000423;RT716000000436;;FO716000000552;2;;2022-08-29 00:00:00;;;;
716000000424;RT716000000436;;FO716000000108;3;;2022-08-29 00:00:00;;;;
716000000425;RT716000000436;;FO716000000576;4;;2022-08-29 00:00:00;;;;
716000000426;RT716000000436;;FO716000000600;5;;2022-08-29 00:00:00;;;;
716000000427;RT716000000437;;FO716000000109;1;;2022-08-29 00:00:00;;;;
716000000428;RT716000000437;;FO716000000625;2;;2022-08-29 00:00:00;;;;
716000000429;RT716000000438;;FO716000000626;1;;2022-08-29 00:00:00;;;;
716000000430;RT716000000438;;FO716000000110;2;;2022-08-29 00:00:00;;;;
716000000431;RT716000000439;;FO716000000627;1;;2022-08-29 00:00:00;;;;
716000000432;RT716000000439;;FO716000000111;2;;2022-08-29 00:00:00;;;;
716000000433;RT716000000440;;FO716000000628;1;;2022-08-29 00:00:00;;;;
716000000434;RT716000000440;;FO716000000112;2;;2022-08-29 00:00:00;;;;
716000000435;RT716000000441;;FO716000000629;1;;2022-08-29 00:00:00;;;;
716000000436;RT716000000441;;FO716000000113;2;;2022-08-29 00:00:00;;;;
716000000437;RT716000000442;;FO716000000630;1;;2022-08-29 00:00:00;;;;
716000000438;RT716000000442;;FO716000000114;2;;2022-08-29 00:00:00;;;;
716000000439;RT716000000443;;FO716000000631;1;;2022-08-29 00:00:00;;;;
716000000440;RT716000000443;;FO716000000115;2;;2022-08-29 00:00:00;;;;
716000000441;RT716000000443;;FO716000000643;3;;2022-08-29 00:00:00;;;;
716000000442;RT716000000444;;FO716000000644;1;;2022-08-29 00:00:00;;;;
716000000443;RT716000000444;;FO716000000632;2;;2022-08-29 00:00:00;;;;
716000000444;RT716000000444;;FO716000000116;3;;2022-08-29 00:00:00;;;;
716000000445;RT716000000445;;FO716000000117;1;;2022-08-29 00:00:00;;;;
716000000446;RT716000000445;;FO716000000633;2;;2022-08-29 00:00:00;;;;
716000000447;RT716000000445;;FO716000000645;3;;2022-08-29 00:00:00;;;;
716000000448;RT716000000446;;FO716000000646;1;;2022-08-29 00:00:00;;;;
716000000449;RT716000000446;;FO716000000634;2;;2022-08-29 00:00:00;;;;
716000000450;RT716000000446;;FO716000000118;3;;2022-08-29 00:00:00;;;;
716000000451;RT716000000447;;FO716000000635;1;;2022-08-29 00:00:00;;;;
716000000452;RT716000000447;;FO716000000647;2;;2022-08-29 00:00:00;;;;
716000000453;RT716000000447;;FO716000000119;3;;2022-08-29 00:00:00;;;;
716000000454;RT716000000448;;FO716000000636;1;;2022-08-29 00:00:00;;;;
716000000455;RT716000000448;;FO716000000120;2;;2022-08-29 00:00:00;;;;
716000000456;RT716000000448;;FO716000000648;3;;2022-08-29 00:00:00;;;;
716000000457;RT716000000449;;FO716000000649;1;;2022-08-29 00:00:00;;;;
716000000458;RT716000000449;;FO716000000121;2;;2022-08-29 00:00:00;;;;
716000000459;RT716000000450;;FO716000000122;1;;2022-08-29 00:00:00;;;;
716000000460;RT716000000450;;FO716000000650;2;;2022-08-29 00:00:00;;;;
716000000461;RT716000000451;;FO716000000657;1;;2022-08-29 00:00:00;;;;
716000000462;RT716000000451;;FO716000000651;2;;2022-08-29 00:00:00;;;;
716000000463;RT716000000451;;FO716000000123;3;;2022-08-29 00:00:00;;;;
716000000464;RT716000000452;;FO716000000658;1;;2022-08-29 00:00:00;;;;
716000000465;RT716000000452;;FO716000000652;2;;2022-08-29 00:00:00;;;;
716000000466;RT716000000452;;FO716000000124;3;;2022-08-29 00:00:00;;;;
716000000467;RT716000000453;;FO716000000659;1;;2022-08-29 00:00:00;;;;
716000000468;RT716000000453;;FO716000000653;2;;2022-08-29 00:00:00;;;;
716000000469;RT716000000453;;FO716000000125;3;;2022-08-29 00:00:00;;;;
716000000470;RT716000000454;;FO716000000654;1;;2022-08-29 00:00:00;;;;
716000000471;RT716000000454;;FO716000000126;2;;2022-08-29 00:00:00;;;;
716000000472;RT716000000454;;FO716000000660;3;;2022-08-29 00:00:00;;;;
716000000473;RT716000000455;;FO716000000805;1;;2022-08-29 00:00:00;;;;
716000000474;RT716000000455;;FO716000000661;2;;2022-08-29 00:00:00;;;;
716000000475;RT716000000456;;FO716000000806;1;;2022-08-29 00:00:00;;;;
716000000476;RT716000000456;;FO716000000662;2;;2022-08-29 00:00:00;;;;
716000000477;RT716000000457;;FO716000000663;1;;2022-08-29 00:00:00;;;;
716000000478;RT716000000457;;FO716000000807;2;;2022-08-29 00:00:00;;;;
716000000479;RT716000000458;;FO716000000808;1;;2022-08-29 00:00:00;;;;
716000000480;RT716000000458;;FO716000000664;2;;2022-08-29 00:00:00;;;;
716000000481;RT716000000459;;FO716000000665;1;;2022-08-29 00:00:00;;;;
716000000482;RT716000000459;;FO716000000809;2;;2022-08-29 00:00:00;;;;
716000000483;RT716000000460;;FO716000000810;1;;2022-08-29 00:00:00;;;;
716000000484;RT716000000460;;FO716000000666;2;;2022-08-29 00:00:00;;;;
716000000485;RT716000000461;;FO716000000811;1;;2022-08-29 00:00:00;;;;
716000000486;RT716000000461;;FO716000000847;2;;2022-08-29 00:00:00;;;;
716000000487;RT716000000461;;FO716000000667;3;;2022-08-29 00:00:00;;;;
716000000488;RT716000000462;;FO716000000812;1;;2022-08-29 00:00:00;;;;
716000000489;RT716000000462;;FO716000000668;2;;2022-08-29 00:00:00;;;;
716000000490;RT716000000462;;FO716000000848;3;;2022-08-29 00:00:00;;;;
716000000491;RT716000000463;;FO716000000669;1;;2022-08-29 00:00:00;;;;
716000000492;RT716000000463;;FO716000000813;2;;2022-08-29 00:00:00;;;;
716000000493;RT716000000463;;FO716000000849;3;;2022-08-29 00:00:00;;;;
716000000494;RT716000000464;;FO716000000670;1;;2022-08-29 00:00:00;;;;
716000000495;RT716000000464;;FO716000000850;2;;2022-08-29 00:00:00;;;;
716000000496;RT716000000464;;FO716000000814;3;;2022-08-29 00:00:00;;;;
716000000497;RT716000000465;;FO716000000671;1;;2022-08-29 00:00:00;;;;
716000000498;RT716000000465;;FO716000000851;2;;2022-08-29 00:00:00;;;;
716000000499;RT716000000465;;FO716000000815;3;;2022-08-29 00:00:00;;;;
716000000500;RT716000000466;;FO716000000672;1;;2022-08-29 00:00:00;;;;
716000000501;RT716000000466;;FO716000000816;2;;2022-08-29 00:00:00;;;;
716000000502;RT716000000466;;FO716000000852;3;;2022-08-29 00:00:00;;;;
716000000503;RT716000000467;;FO716000000673;1;;2022-08-29 00:00:00;;;;
716000000504;RT716000000467;;FO716000000889;2;;2022-08-29 00:00:00;;;;
716000000505;RT716000000467;;FO716000000817;3;;2022-08-29 00:00:00;;;;
716000000506;RT716000000467;;FO716000000853;4;;2022-08-29 00:00:00;;;;
716000000507;RT716000000468;;FO716000000890;1;;2022-08-29 00:00:00;;;;
716000000508;RT716000000468;;FO716000000854;2;;2022-08-29 00:00:00;;;;
716000000509;RT716000000468;;FO716000000674;3;;2022-08-29 00:00:00;;;;
716000000510;RT716000000468;;FO716000000818;4;;2022-08-29 00:00:00;;;;
716000000511;RT716000000469;;FO716000000675;1;;2022-08-29 00:00:00;;;;
716000000512;RT716000000469;;FO716000000855;2;;2022-08-29 00:00:00;;;;
716000000513;RT716000000469;;FO716000000891;3;;2022-08-29 00:00:00;;;;
716000000514;RT716000000469;;FO716000000819;4;;2022-08-29 00:00:00;;;;
716000000515;RT716000000470;;FO716000000676;1;;2022-08-29 00:00:00;;;;
716000000516;RT716000000470;;FO716000000856;2;;2022-08-29 00:00:00;;;;
716000000517;RT716000000470;;FO716000000820;3;;2022-08-29 00:00:00;;;;
716000000518;RT716000000470;;FO716000000892;4;;2022-08-29 00:00:00;;;;
716000000519;RT716000000471;;FO716000000677;1;;2022-08-29 00:00:00;;;;
716000000520;RT716000000471;;FO716000000893;2;;2022-08-29 00:00:00;;;;
716000000521;RT716000000471;;FO716000000857;3;;2022-08-29 00:00:00;;;;
716000000522;RT716000000471;;FO716000000821;4;;2022-08-29 00:00:00;;;;
716000000523;RT716000000472;;FO716000000678;1;;2022-08-29 00:00:00;;;;
716000000524;RT716000000472;;FO716000000858;2;;2022-08-29 00:00:00;;;;
716000000525;RT716000000472;;FO716000000822;3;;2022-08-29 00:00:00;;;;
716000000526;RT716000000472;;FO716000000894;4;;2022-08-29 00:00:00;;;;
716000000527;RT716000000473;;FO716000000931;1;;2022-08-29 00:00:00;;;;
716000000528;RT716000000473;;FO716000000895;2;;2022-08-29 00:00:00;;;;
716000000529;RT716000000473;;FO716000000823;3;;2022-08-29 00:00:00;;;;
716000000530;RT716000000473;;FO716000000859;4;;2022-08-29 00:00:00;;;;
716000000531;RT716000000473;;FO716000000679;5;;2022-08-29 00:00:00;;;;
716000000532;RT716000000474;;FO716000000860;1;;2022-08-29 00:00:00;;;;
716000000533;RT716000000474;;FO716000000824;2;;2022-08-29 00:00:00;;;;
716000000534;RT716000000474;;FO716000000932;3;;2022-08-29 00:00:00;;;;
716000000535;RT716000000474;;FO716000000896;4;;2022-08-29 00:00:00;;;;
716000000536;RT716000000474;;FO716000000680;5;;2022-08-29 00:00:00;;;;
716000000537;RT716000000475;;FO716000000933;1;;2022-08-29 00:00:00;;;;
716000000538;RT716000000475;;FO716000000861;2;;2022-08-29 00:00:00;;;;
716000000539;RT716000000475;;FO716000000897;3;;2022-08-29 00:00:00;;;;
716000000540;RT716000000475;;FO716000000681;4;;2022-08-29 00:00:00;;;;
716000000541;RT716000000475;;FO716000000825;5;;2022-08-29 00:00:00;;;;
716000000542;RT716000000476;;FO716000000826;1;;2022-08-29 00:00:00;;;;
716000000543;RT716000000476;;FO716000000862;2;;2022-08-29 00:00:00;;;;
716000000544;RT716000000476;;FO716000000934;3;;2022-08-29 00:00:00;;;;
716000000545;RT716000000476;;FO716000000682;4;;2022-08-29 00:00:00;;;;
716000000546;RT716000000476;;FO716000000898;5;;2022-08-29 00:00:00;;;;
716000000547;RT716000000477;;FO716000000863;1;;2022-08-29 00:00:00;;;;
716000000548;RT716000000477;;FO716000000683;2;;2022-08-29 00:00:00;;;;
716000000549;RT716000000477;;FO716000000827;3;;2022-08-29 00:00:00;;;;
716000000550;RT716000000477;;FO716000000935;4;;2022-08-29 00:00:00;;;;
716000000551;RT716000000477;;FO716000000899;5;;2022-08-29 00:00:00;;;;
716000000552;RT716000000478;;FO716000000864;1;;2022-08-29 00:00:00;;;;
716000000553;RT716000000478;;FO716000000936;2;;2022-08-29 00:00:00;;;;
716000000554;RT716000000478;;FO716000000828;3;;2022-08-29 00:00:00;;;;
716000000555;RT716000000478;;FO716000000684;4;;2022-08-29 00:00:00;;;;
716000000556;RT716000000478;;FO716000000900;5;;2022-08-29 00:00:00;;;;
716000000557;RT716000000479;;FO716000000865;1;;2022-08-29 00:00:00;;;;
716000000558;RT716000000479;;FO716000000829;2;;2022-08-29 00:00:00;;;;
716000000559;RT716000000479;;FO716000000937;3;;2022-08-29 00:00:00;;;;
716000000560;RT716000000479;;FO716000000901;4;;2022-08-29 00:00:00;;;;
716000000561;RT716000000479;;FO716000000685;5;;2022-08-29 00:00:00;;;;
716000000562;RT716000000479;;FO716000000973;6;;2022-08-29 00:00:00;;;;
716000000563;RT716000000480;;FO716000000902;1;;2022-08-29 00:00:00;;;;
716000000564;RT716000000480;;FO716000000866;2;;2022-08-29 00:00:00;;;;
716000000565;RT716000000480;;FO716000000686;3;;2022-08-29 00:00:00;;;;
716000000566;RT716000000480;;FO716000000830;4;;2022-08-29 00:00:00;;;;
716000000567;RT716000000480;;FO716000000938;5;;2022-08-29 00:00:00;;;;
716000000568;RT716000000480;;FO716000000974;6;;2022-08-29 00:00:00;;;;
716000000569;RT716000000481;;FO716000000687;1;;2022-08-29 00:00:00;;;;
716000000570;RT716000000481;;FO716000000903;2;;2022-08-29 00:00:00;;;;
716000000571;RT716000000481;;FO716000000867;3;;2022-08-29 00:00:00;;;;
716000000572;RT716000000481;;FO716000000831;4;;2022-08-29 00:00:00;;;;
716000000573;RT716000000481;;FO716000000975;5;;2022-08-29 00:00:00;;;;
716000000574;RT716000000481;;FO716000000939;6;;2022-08-29 00:00:00;;;;
716000000575;RT716000000482;;FO716000000832;1;;2022-08-29 00:00:00;;;;
716000000576;RT716000000482;;FO716000000688;2;;2022-08-29 00:00:00;;;;
716000000577;RT716000000482;;FO716000000868;3;;2022-08-29 00:00:00;;;;
716000000578;RT716000000482;;FO716000000976;4;;2022-08-29 00:00:00;;;;
716000000579;RT716000000482;;FO716000000940;5;;2022-08-29 00:00:00;;;;
716000000580;RT716000000482;;FO716000000904;6;;2022-08-29 00:00:00;;;;
716000000581;RT716000000483;;FO716000000833;1;;2022-08-29 00:00:00;;;;
716000000582;RT716000000483;;FO716000000905;2;;2022-08-29 00:00:00;;;;
716000000583;RT716000000483;;FO716000000977;3;;2022-08-29 00:00:00;;;;
716000000584;RT716000000483;;FO716000000941;4;;2022-08-29 00:00:00;;;;
716000000585;RT716000000483;;FO716000000869;5;;2022-08-29 00:00:00;;;;
716000000586;RT716000000483;;FO716000000689;6;;2022-08-29 00:00:00;;;;
716000000587;RT716000000484;;FO716000000978;1;;2022-08-29 00:00:00;;;;
716000000588;RT716000000484;;FO716000000942;2;;2022-08-29 00:00:00;;;;
716000000589;RT716000000484;;FO716000000690;3;;2022-08-29 00:00:00;;;;
716000000590;RT716000000484;;FO716000000870;4;;2022-08-29 00:00:00;;;;
716000000591;RT716000000484;;FO716000000834;5;;2022-08-29 00:00:00;;;;
716000000592;RT716000000484;;FO716000000906;6;;2022-08-29 00:00:00;;;;
716000000593;RT716000000485;;FO716000000907;1;;2022-08-29 00:00:00;;;;
716000000594;RT716000000485;;FO716000000979;2;;2022-08-29 00:00:00;;;;
716000000595;RT716000000485;;FO716000001015;3;;2022-08-29 00:00:00;;;;
716000000596;RT716000000485;;FO716000000943;4;;2022-08-29 00:00:00;;;;
716000000597;RT716000000485;;FO716000000835;5;;2022-08-29 00:00:00;;;;
716000000598;RT716000000485;;FO716000000871;6;;2022-08-29 00:00:00;;;;
716000000599;RT716000000485;;FO716000000691;7;;2022-08-29 00:00:00;;;;
716000000600;RT716000000486;;FO716000000872;1;;2022-08-29 00:00:00;;;;
716000000601;RT716000000486;;FO716000000980;2;;2022-08-29 00:00:00;;;;
716000000602;RT716000000486;;FO716000001016;3;;2022-08-29 00:00:00;;;;
716000000603;RT716000000486;;FO716000000692;4;;2022-08-29 00:00:00;;;;
716000000604;RT716000000486;;FO716000000944;5;;2022-08-29 00:00:00;;;;
716000000605;RT716000000486;;FO716000000908;6;;2022-08-29 00:00:00;;;;
716000000606;RT716000000486;;FO716000000836;7;;2022-08-29 00:00:00;;;;
716000000607;RT716000000487;;FO716000000945;1;;2022-08-29 00:00:00;;;;
716000000608;RT716000000487;;FO716000000693;2;;2022-08-29 00:00:00;;;;
716000000609;RT716000000487;;FO716000001017;3;;2022-08-29 00:00:00;;;;
716000000610;RT716000000487;;FO716000000981;4;;2022-08-29 00:00:00;;;;
716000000611;RT716000000487;;FO716000000909;5;;2022-08-29 00:00:00;;;;
716000000612;RT716000000487;;FO716000000837;6;;2022-08-29 00:00:00;;;;
716000000613;RT716000000487;;FO716000000873;7;;2022-08-29 00:00:00;;;;
716000000614;RT716000000488;;FO716000000910;1;;2022-08-29 00:00:00;;;;
716000000615;RT716000000488;;FO716000000946;2;;2022-08-29 00:00:00;;;;
716000000616;RT716000000488;;FO716000000874;3;;2022-08-29 00:00:00;;;;
716000000617;RT716000000488;;FO716000000694;4;;2022-08-29 00:00:00;;;;
716000000618;RT716000000488;;FO716000001018;5;;2022-08-29 00:00:00;;;;
716000000619;RT716000000488;;FO716000000982;6;;2022-08-29 00:00:00;;;;
716000000620;RT716000000488;;FO716000000838;7;;2022-08-29 00:00:00;;;;
716000000621;RT716000000489;;FO716000000911;1;;2022-08-29 00:00:00;;;;
716000000622;RT716000000489;;FO716000000839;2;;2022-08-29 00:00:00;;;;
716000000623;RT716000000489;;FO716000000983;3;;2022-08-29 00:00:00;;;;
716000000624;RT716000000489;;FO716000000875;4;;2022-08-29 00:00:00;;;;
716000000625;RT716000000489;;FO716000001019;5;;2022-08-29 00:00:00;;;;
716000000626;RT716000000489;;FO716000000947;6;;2022-08-29 00:00:00;;;;
716000000627;RT716000000489;;FO716000000695;7;;2022-08-29 00:00:00;;;;
716000000628;RT716000000490;;FO716000000948;1;;2022-08-29 00:00:00;;;;
716000000629;RT716000000490;;FO716000000840;2;;2022-08-29 00:00:00;;;;
716000000630;RT716000000490;;FO716000000912;3;;2022-08-29 00:00:00;;;;
716000000631;RT716000000490;;FO716000000984;4;;2022-08-29 00:00:00;;;;
716000000632;RT716000000490;;FO716000000876;5;;2022-08-29 00:00:00;;;;
716000000633;RT716000000490;;FO716000000696;6;;2022-08-29 00:00:00;;;;
716000000634;RT716000000490;;FO716000001020;7;;2022-08-29 00:00:00;;;;
716000000635;RT716000000491;;FO716000001021;1;;2022-08-29 00:00:00;;;;
716000000636;RT716000000491;;FO716000000697;2;;2022-08-29 00:00:00;;;;
716000000637;RT716000000492;;FO716000001022;1;;2022-08-29 00:00:00;;;;
716000000638;RT716000000492;;FO716000000698;2;;2022-08-29 00:00:00;;;;
716000000639;RT716000000493;;FO716000001023;1;;2022-08-29 00:00:00;;;;
716000000640;RT716000000493;;FO716000000699;2;;2022-08-29 00:00:00;;;;
716000000641;RT716000000494;;FO716000001024;1;;2022-08-29 00:00:00;;;;
716000000642;RT716000000494;;FO716000000700;2;;2022-08-29 00:00:00;;;;
716000000643;RT716000000495;;FO716000000701;1;;2022-08-29 00:00:00;;;;
716000000644;RT716000000495;;FO716000001025;2;;2022-08-29 00:00:00;;;;
716000000645;RT716000000496;;FO716000001026;1;;2022-08-29 00:00:00;;;;
716000000646;RT716000000496;;FO716000000702;2;;2022-08-29 00:00:00;;;;
716000000647;RT716000000497;;FO716000001027;1;;2022-08-29 00:00:00;;;;
716000000648;RT716000000497;;FO716000000703;2;;2022-08-29 00:00:00;;;;
716000000649;RT716000000497;;FO716000001051;3;;2022-08-29 00:00:00;;;;
716000000650;RT716000000498;;FO716000000704;1;;2022-08-29 00:00:00;;;;
716000000651;RT716000000498;;FO716000001028;2;;2022-08-29 00:00:00;;;;
716000000652;RT716000000498;;FO716000001052;3;;2022-08-29 00:00:00;;;;
716000000653;RT716000000499;;FO716000001029;1;;2022-08-29 00:00:00;;;;
716000000654;RT716000000499;;FO716000001053;2;;2022-08-29 00:00:00;;;;
716000000655;RT716000000499;;FO716000000705;3;;2022-08-29 00:00:00;;;;
716000000656;RT716000000500;;FO716000000706;1;;2022-08-29 00:00:00;;;;
716000000657;RT716000000500;;FO716000001030;2;;2022-08-29 00:00:00;;;;
716000000658;RT716000000500;;FO716000001054;3;;2022-08-29 00:00:00;;;;
716000000659;RT716000000501;;FO716000001031;1;;2022-08-29 00:00:00;;;;
716000000660;RT716000000501;;FO716000001055;2;;2022-08-29 00:00:00;;;;
716000000661;RT716000000501;;FO716000000707;3;;2022-08-29 00:00:00;;;;
716000000662;RT716000000502;;FO716000001032;1;;2022-08-29 00:00:00;;;;
716000000663;RT716000000502;;FO716000000708;2;;2022-08-29 00:00:00;;;;
716000000664;RT716000000502;;FO716000001056;3;;2022-08-29 00:00:00;;;;
716000000665;RT716000000503;;FO716000001057;1;;2022-08-29 00:00:00;;;;
716000000666;RT716000000503;;FO716000001081;2;;2022-08-29 00:00:00;;;;
716000000667;RT716000000503;;FO716000000709;3;;2022-08-29 00:00:00;;;;
716000000668;RT716000000503;;FO716000001033;4;;2022-08-29 00:00:00;;;;
716000000669;RT716000000504;;FO716000001034;1;;2022-08-29 00:00:00;;;;
716000000670;RT716000000504;;FO716000001082;2;;2022-08-29 00:00:00;;;;
716000000671;RT716000000504;;FO716000000710;3;;2022-08-29 00:00:00;;;;
716000000672;RT716000000504;;FO716000001058;4;;2022-08-29 00:00:00;;;;
716000000673;RT716000000505;;FO716000001059;1;;2022-08-29 00:00:00;;;;
716000000674;RT716000000505;;FO716000001035;2;;2022-08-29 00:00:00;;;;
716000000675;RT716000000505;;FO716000001083;3;;2022-08-29 00:00:00;;;;
716000000676;RT716000000505;;FO716000000711;4;;2022-08-29 00:00:00;;;;
716000000677;RT716000000506;;FO716000001060;1;;2022-08-29 00:00:00;;;;
716000000678;RT716000000506;;FO716000000712;2;;2022-08-29 00:00:00;;;;
716000000679;RT716000000506;;FO716000001084;3;;2022-08-29 00:00:00;;;;
716000000680;RT716000000506;;FO716000001036;4;;2022-08-29 00:00:00;;;;
716000000681;RT716000000507;;FO716000000713;1;;2022-08-29 00:00:00;;;;
716000000682;RT716000000507;;FO716000001061;2;;2022-08-29 00:00:00;;;;
716000000683;RT716000000507;;FO716000001037;3;;2022-08-29 00:00:00;;;;
716000000684;RT716000000507;;FO716000001085;4;;2022-08-29 00:00:00;;;;
716000000685;RT716000000508;;FO716000000714;1;;2022-08-29 00:00:00;;;;
716000000686;RT716000000508;;FO716000001038;2;;2022-08-29 00:00:00;;;;
716000000687;RT716000000508;;FO716000001086;3;;2022-08-29 00:00:00;;;;
716000000688;RT716000000508;;FO716000001062;4;;2022-08-29 00:00:00;;;;
716000000689;RT716000000509;;FO716000000715;1;;2022-08-29 00:00:00;;;;
716000000690;RT716000000509;;FO716000001111;2;;2022-08-29 00:00:00;;;;
716000000691;RT716000000509;;FO716000001087;3;;2022-08-29 00:00:00;;;;
716000000692;RT716000000509;;FO716000001063;4;;2022-08-29 00:00:00;;;;
716000000693;RT716000000509;;FO716000001039;5;;2022-08-29 00:00:00;;;;
716000000694;RT716000000510;;FO716000001112;1;;2022-08-29 00:00:00;;;;
