ps_code;ps_numero;ps_1;ps_2;ps_cs_code;ps_ti_code;ps_type;ps_fonct;ps_etat;ps_preaff;ps_comment;ps_creadat;ps_majdate;ps_majsrc;ps_abddate;ps_abdsrc
PS716000000642;6;FO716000000096;FO716000000540;CS716000000036;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000643;1;FO716000000097;FO716000000541;CS716000000037;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000644;2;FO716000000098;FO716000000542;CS716000000037;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000645;3;FO716000000099;FO716000000543;CS716000000037;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000646;4;FO716000000100;FO716000000544;CS716000000037;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000647;5;FO716000000101;FO716000000545;CS716000000037;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000648;6;FO716000000102;FO716000000546;CS716000000037;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000649;1;FO716000000103;FO716000000547;CS716000000038;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000650;2;FO716000000104;FO716000000548;CS716000000038;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000651;3;FO716000000105;FO716000000549;CS716000000038;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000652;4;FO716000000106;FO716000000550;CS716000000038;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000653;5;FO716000000107;FO716000000551;CS716000000038;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000654;6;FO716000000108;FO716000000552;CS716000000038;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000655;1;FO716000000109;FO716000000625;CS716000000039;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000656;2;FO716000000110;FO716000000626;CS716000000039;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000657;3;FO716000000111;FO716000000627;CS716000000039;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000658;4;FO716000000112;FO716000000628;CS716000000039;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000659;5;FO716000000113;FO716000000629;CS716000000039;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000660;6;FO716000000114;FO716000000630;CS716000000039;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000661;1;FO716000000115;FO716000000631;CS716000000040;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000662;2;FO716000000116;FO716000000632;CS716000000040;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000663;3;FO716000000117;FO716000000633;CS716000000040;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000664;4;FO716000000118;FO716000000634;CS716000000040;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000665;5;FO716000000119;FO716000000635;CS716000000040;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000666;6;FO716000000120;FO716000000636;CS716000000040;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000667;1;FO716000000121;FO716000000649;CS716000000041;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000668;2;FO716000000122;FO716000000650;CS716000000041;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000669;3;FO716000000123;FO716000000651;CS716000000041;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000670;4;FO716000000124;FO716000000652;CS716000000041;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000671;5;FO716000000125;FO716000000653;CS716000000041;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000672;6;FO716000000126;FO716000000654;CS716000000041;;;EP;NC;;71153/USZ/PT 601470;28/07/2023 00:00;;;;
PS716000000673;1;FO716000000145;FO716000000289;CS716000000056;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000674;2;FO716000000146;FO716000000290;CS716000000056;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000675;3;FO716000000147;FO716000000291;CS716000000056;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000676;4;FO716000000148;FO716000000292;CS716000000056;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000677;5;FO716000000149;FO716000000293;CS716000000056;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000678;6;FO716000000150;FO716000000294;CS716000000056;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000679;1;FO716000000151;FO716000000295;CS716000000057;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000680;2;FO716000000152;FO716000000296;CS716000000057;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000681;3;FO716000000153;FO716000000297;CS716000000057;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000682;4;FO716000000154;FO716000000298;CS716000000057;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000683;5;FO716000000155;FO716000000299;CS716000000057;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000684;6;FO716000000156;FO716000000300;CS716000000057;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000685;1;FO716000000157;FO716000000301;CS716000000058;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000686;2;FO716000000158;FO716000000302;CS716000000058;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000687;3;FO716000000159;FO716000000303;CS716000000058;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000688;4;FO716000000160;FO716000000304;CS716000000058;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000689;5;FO716000000161;FO716000000305;CS716000000058;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000690;6;FO716000000162;FO716000000306;CS716000000058;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000691;1;FO716000000163;FO716000000307;CS716000000059;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000692;2;FO716000000164;FO716000000308;CS716000000059;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000693;3;FO716000000165;FO716000000309;CS716000000059;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000694;4;FO716000000166;FO716000000310;CS716000000059;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000695;5;FO716000000167;FO716000000311;CS716000000059;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000696;6;FO716000000168;FO716000000312;CS716000000059;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000697;1;FO716000000169;FO716000000361;CS716000000060;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000698;2;FO716000000170;FO716000000362;CS716000000060;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000699;3;FO716000000171;FO716000000363;CS716000000060;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000700;4;FO716000000172;FO716000000364;CS716000000060;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000701;5;FO716000000173;FO716000000365;CS716000000060;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000702;6;FO716000000174;FO716000000366;CS716000000060;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000703;1;FO716000000175;FO716000000367;CS716000000061;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000704;2;FO716000000176;FO716000000368;CS716000000061;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000705;3;FO716000000177;FO716000000369;CS716000000061;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000706;4;FO716000000178;FO716000000370;CS716000000061;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000707;5;FO716000000179;FO716000000371;CS716000000061;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000708;6;FO716000000180;FO716000000372;CS716000000061;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000709;1;FO716000000181;FO716000000373;CS716000000062;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000710;2;FO716000000182;FO716000000374;CS716000000062;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000711;3;FO716000000183;FO716000000375;CS716000000062;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000712;4;FO716000000184;FO716000000376;CS716000000062;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000713;5;FO716000000185;FO716000000377;CS716000000062;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000714;6;FO716000000186;FO716000000378;CS716000000062;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000715;1;FO716000000187;FO716000000379;CS716000000063;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000716;2;FO716000000188;FO716000000380;CS716000000063;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000717;3;FO716000000189;FO716000000381;CS716000000063;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000718;4;FO716000000190;FO716000000382;CS716000000063;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000719;5;FO716000000191;FO716000000383;CS716000000063;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000720;6;FO716000000192;FO716000000384;CS716000000063;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000721;1;FO716000000193;FO716000000457;CS716000000064;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000722;2;FO716000000194;FO716000000458;CS716000000064;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000723;3;FO716000000195;FO716000000459;CS716000000064;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000724;4;FO716000000196;FO716000000460;CS716000000064;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000725;5;FO716000000197;FO716000000461;CS716000000064;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000726;6;FO716000000198;FO716000000462;CS716000000064;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000727;1;FO716000000199;FO716000000463;CS716000000065;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000728;2;FO716000000200;FO716000000464;CS716000000065;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000729;3;FO716000000201;FO716000000465;CS716000000065;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000730;4;FO716000000202;FO716000000466;CS716000000065;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000731;5;FO716000000203;FO716000000467;CS716000000065;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000732;6;FO716000000204;FO716000000468;CS716000000065;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000733;1;FO716000000205;FO716000000481;CS716000000066;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000734;2;FO716000000206;FO716000000482;CS716000000066;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000735;3;FO716000000207;FO716000000483;CS716000000066;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000736;4;FO716000000208;FO716000000484;CS716000000066;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000737;5;FO716000000209;FO716000000485;CS716000000066;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000738;6;FO716000000210;FO716000000486;CS716000000066;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000739;1;FO716000000211;FO716000000487;CS716000000067;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000740;2;FO716000000212;FO716000000488;CS716000000067;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000741;3;FO716000000213;FO716000000489;CS716000000067;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000742;4;FO716000000214;FO716000000490;CS716000000067;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000743;5;FO716000000215;FO716000000491;CS716000000067;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000744;6;FO716000000216;FO716000000492;CS716000000067;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000745;1;FO716000000217;FO716000000505;CS716000000068;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000746;2;FO716000000218;FO716000000506;CS716000000068;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000747;3;FO716000000219;FO716000000507;CS716000000068;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000748;4;FO716000000220;FO716000000508;CS716000000068;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000749;5;FO716000000221;FO716000000509;CS716000000068;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000750;6;FO716000000222;FO716000000510;CS716000000068;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000751;1;FO716000000223;FO716000000511;CS716000000069;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000752;2;FO716000000224;FO716000000512;CS716000000069;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000753;3;FO716000000225;FO716000000513;CS716000000069;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000754;4;FO716000000226;FO716000000514;CS716000000069;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000755;5;FO716000000227;FO716000000515;CS716000000069;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000756;6;FO716000000228;FO716000000516;CS716000000069;;;EP;NC;;71153/USZ/PT 601471;28/07/2023 00:00;;;;
PS716000000757;1;FO716000000289;;CS716000000070;;;AT;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000758;2;FO716000000290;;CS716000000070;;;AT;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000759;3;FO716000000291;;CS716000000070;;;AT;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000760;4;FO716000000292;;CS716000000070;;;AT;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000761;5;FO716000000293;;CS716000000070;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000762;6;FO716000000294;;CS716000000070;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000763;1;FO716000000295;FO716000000319;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000764;2;FO716000000296;FO716000000320;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000765;3;FO716000000297;FO716000000321;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000766;4;FO716000000298;FO716000000322;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000767;5;FO716000000299;FO716000000323;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000768;6;FO716000000300;FO716000000324;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000769;7;FO716000000301;FO716000000325;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000770;8;FO716000000302;FO716000000326;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000771;9;FO716000000303;FO716000000327;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000772;10;FO716000000304;FO716000000328;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000773;11;FO716000000305;FO716000000329;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000774;12;FO716000000306;FO716000000330;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000775;13;FO716000000307;FO716000000331;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000776;14;FO716000000308;FO716000000332;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000777;15;FO716000000309;FO716000000333;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000778;16;FO716000000310;FO716000000334;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000779;17;FO716000000311;FO716000000335;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000780;18;FO716000000312;FO716000000336;CS716000000071;;;PA;NC;;71153/USZ/PT 601472;28/07/2023 00:00;;;;
PS716000000781;1;FO716000000319;;CS716000000074;;;AT;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000782;2;FO716000000320;;CS716000000074;;;AT;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000783;3;FO716000000321;;CS716000000074;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000784;4;FO716000000322;;CS716000000074;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000785;5;FO716000000323;;CS716000000074;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000786;6;FO716000000324;;CS716000000074;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000787;1;FO716000000325;FO716000000349;CS716000000075;;;PA;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000788;2;FO716000000326;FO716000000350;CS716000000075;;;PA;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000789;3;FO716000000327;FO716000000351;CS716000000075;;;PA;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000790;4;FO716000000328;FO716000000352;CS716000000075;;;PA;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000791;5;FO716000000329;FO716000000353;CS716000000075;;;PA;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000792;6;FO716000000330;FO716000000354;CS716000000075;;;PA;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000793;7;FO716000000331;FO716000000355;CS716000000075;;;PA;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000794;8;FO716000000332;FO716000000356;CS716000000075;;;PA;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000795;9;FO716000000333;FO716000000357;CS716000000075;;;PA;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000796;10;FO716000000334;FO716000000358;CS716000000075;;;PA;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000797;11;FO716000000335;FO716000000359;CS716000000075;;;PA;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000798;12;FO716000000336;FO716000000360;CS716000000075;;;PA;NC;;71153/USZ/PT 601473;28/07/2023 00:00;;;;
PS716000000799;1;FO716000000349;;CS716000000077;;;AT;NC;;71153/USZ/PT 601474;28/07/2023 00:00;;;;
PS716000000800;2;FO716000000350;;CS716000000077;;;AT;NC;;71153/USZ/PT 601474;28/07/2023 00:00;;;;
PS716000000801;3;FO716000000351;;CS716000000077;;;AT;NC;;71153/USZ/PT 601474;28/07/2023 00:00;;;;
PS716000000802;4;FO716000000352;;CS716000000077;;;AT;NC;;71153/USZ/PT 601474;28/07/2023 00:00;;;;
PS716000000803;5;FO716000000353;;CS716000000077;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000804;6;FO716000000354;;CS716000000077;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000805;1;FO716000000355;FO716000002899;CS716000000078;;;PA;NC;;71153/USZ/PT 601474;28/07/2023 00:00;;;;
PS716000000806;2;FO716000000356;FO716000002900;CS716000000078;;;PA;NC;;71153/USZ/PT 601474;28/07/2023 00:00;;;;
PS716000000807;3;FO716000000357;FO716000002901;CS716000000078;;;PA;NC;;71153/USZ/PT 601474;28/07/2023 00:00;;;;
PS716000000808;4;FO716000000358;FO716000002902;CS716000000078;;;PA;NC;;71153/USZ/PT 601474;28/07/2023 00:00;;;;
PS716000000809;5;FO716000000359;FO716000002903;CS716000000078;;;PA;NC;;71153/USZ/PT 601474;28/07/2023 00:00;;;;
PS716000000810;6;FO716000000360;FO716000002904;CS716000000078;;;PA;NC;;71153/USZ/PT 601474;28/07/2023 00:00;;;;
PS716000000811;1;FO716000000361;;CS716000000079;;;AT;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000812;2;FO716000000362;;CS716000000079;;;AT;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000813;3;FO716000000363;;CS716000000079;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000814;4;FO716000000364;;CS716000000079;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000815;5;FO716000000365;;CS716000000079;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000816;6;FO716000000366;;CS716000000079;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000817;1;FO716000000367;FO716000000391;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000818;2;FO716000000368;FO716000000392;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000819;3;FO716000000369;FO716000000393;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000820;4;FO716000000370;FO716000000394;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000821;5;FO716000000371;FO716000000395;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000822;6;FO716000000372;FO716000000396;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000823;7;FO716000000373;FO716000000397;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000824;8;FO716000000374;FO716000000398;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000825;9;FO716000000375;FO716000000399;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000826;10;FO716000000376;FO716000000400;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000827;11;FO716000000377;FO716000000401;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000828;12;FO716000000378;FO716000000402;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000829;13;FO716000000379;FO716000000403;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000830;14;FO716000000380;FO716000000404;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000831;15;FO716000000381;FO716000000405;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000832;16;FO716000000382;FO716000000406;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000833;17;FO716000000383;FO716000000407;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000834;18;FO716000000384;FO716000000408;CS716000000080;;;PA;NC;;71153/USZ/PT 601475;28/07/2023 00:00;;;;
PS716000000835;1;FO716000000391;;CS716000000083;;;AT;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000836;2;FO716000000392;;CS716000000083;;;AT;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000837;3;FO716000000393;;CS716000000083;;;AT;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000838;4;FO716000000394;;CS716000000083;;;AT;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000839;5;FO716000000395;;CS716000000083;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000840;6;FO716000000396;;CS716000000083;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000000841;1;FO716000000397;FO716000000421;CS716000000084;;;PA;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000842;2;FO716000000398;FO716000000422;CS716000000084;;;PA;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000843;3;FO716000000399;FO716000000423;CS716000000084;;;PA;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000844;4;FO716000000400;FO716000000424;CS716000000084;;;PA;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000845;5;FO716000000401;FO716000000425;CS716000000084;;;PA;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000846;6;FO716000000402;FO716000000426;CS716000000084;;;PA;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000847;7;FO716000000403;FO716000000427;CS716000000084;;;PA;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000848;8;FO716000000404;FO716000000428;CS716000000084;;;PA;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000849;9;FO716000000405;FO716000000429;CS716000000084;;;PA;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000850;10;FO716000000406;FO716000000430;CS716000000084;;;PA;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000851;11;FO716000000407;FO716000000431;CS716000000084;;;PA;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
PS716000000852;12;FO716000000408;FO716000000432;CS716000000084;;;PA;NC;;71153/USZ/PT 601476;28/07/2023 00:00;;;;
